0,1,2,credits,imdbId,movieId,overview,popularity,production_countries,release_date,tmdbId,vote_average
3495,Roadside Prophets (1992),Comedy|Drama,Abbe Wool,105267.0,3495.0,"Sid and Nancy screenplay author Abbe Wool makes her directorial debut with this tale of a factory worker name Joe (X front man John Doe) who hits the road on his Harley to scatter the ashes of a co-worker. Joined by wannabe biker Sam (Adam Horovitz of the Beastie Boys), Joe journeys from Los Angeles to Nevada, meeting all sorts of characters (played by the likes of David Carradine, John Cusack, Timothy Leary and Arlo Guthrie) along the way.",1.116,United States of America,1992-03-27,40841.0,6.4
3496,Madame Sousatzka (1988),Drama,John Schlesinger,95564.0,3496.0,"In London, eccentric piano instructor Madame Sousatzka takes on a new prize protégé, Manek, a teenage Bengali immigrant who displays incredible talent. Manek forms a close bond with his teacher, but soon discovers that she expects her pupils to become disciplined in all areas of life, and not just behind the piano",1.05,United Kingdom,1988-10-14,118098.0,6.3
3497,Max Dugan Returns (1983),Comedy,Herbert Ross,85919.0,3497.0,An English teacher and struggling single mother has her life disrupted when the father who abandoned her as a child comes back into her life.,2.317,United States of America,1983-03-25,1793.0,6.5
3498,Midnight Express (1978),Drama,Alan Parker,77928.0,3498.0,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express"".",7.2810000000000015,United Kingdom,1978-09-12,11327.0,7.7
3499,Misery (1990),Horror,Rob Reiner,100157.0,3499.0,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also somewhat unstable, and Paul finds himself crippled, drugged and at her mercy.",10.236,United States of America,1990-11-30,1700.0,7.7
3500,Mr. Saturday Night (1992),Comedy|Drama,Billy Crystal,104928.0,3500.0,"Buddy Young was the comic's comic, beloved by everyone. Now, playing to miniscule crowds in nursing homes, it seems like everybody but Buddy realizes that he should retire. As Buddy looks for work in show business, he realizes that the rest of the world has forgotten the golden days of Buddy Young, and that there just may not be room in the business for an old comic like himself.",1.5319999999999998,,1992-09-23,54087.0,5.6
3501,Murphy's Romance (1985),Comedy|Romance,Martin Ritt,89643.0,3501.0,"Emma is a divorced woman with a teen aged boy who moves into a small town and tries to make a go of a horse ranch. Murphy is the town druggist who steers business her way. Things are going along predictably until her ex husband shows up, needing a place to stay. The three of them form an intricate circle, Emma's son liking Murphy, but desperately wanting his father back.",2.169,United States of America,1985-12-25,34322.0,6.4
3502,My Life (1993),Drama,Bruce Joel Rubin,107630.0,3502.0,"It seems that Bob Jones has everything a man could want, namely a fulfilling job and a beautiful, pregnant wife, Gail. But Bob's life is turned upside-down when he is diagnosed with cancer and given four months to live -- not even enough time to see his first child's birth. To cleanse himself of demons in his remaining days, Bob makes a video diary, hoping to pass along some wisdom to his future child. Along the way, he discovers a lot about himself.",6.185,United States of America,1993-11-12,41659.0,6.5
3503,Solaris (Solyaris) (1972),Drama|Sci-Fi,Andrei Tarkovsky,69293.0,3503.0,A psychologist is sent to a space station orbiting a planet called Solaris to investigate the death of a doctor and the mental problems of cosmonauts on the station. He soon discovers that the water on the planet is a type of brain which brings out repressed memories and obsessions.,8.283999999999999,Russia,1972-03-20,593.0,7.9
3504,Network (1976),Comedy|Drama,Fred C. Caruso,74958.0,3504.0,"When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age, he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings.",7.909,United States of America,1976-11-01,10774.0,8.0
3505,No Way Out (1987),Thriller,Roger Donaldson,93640.0,3505.0,"Navy Lt. Tom Farrell meets a young woman, Susan Atwell , and they share a passionate fling. Farrell then finds out that his superior, Defense Secretary David Brice, is also romantically involved with Atwell. When the young woman turns up dead, Farrell is put in charge of the murder investigation. He begins to uncover shocking clues about the case, but when details of his encounter with Susan surface, he becomes a suspect as well.",7.855,United States of America,1987-08-14,10083.0,7.0
3506,North Dallas Forty (1979),Comedy|Drama,Ted Kotcheff,79640.0,3506.0,A semi-fictional account of life as a professional Football (American-style) player. Loosely based on the Dallas Cowboys team of the early 1970s.,1.502,United States of America,1979-08-03,29786.0,6.3
3507,"Odd Couple, The (1968)",Comedy,Gene Saks,63374.0,3507.0,"Felix Ungar has just broken up with his wife. Despondent, he goes to kill himself but is saved by his friend Oscar Madison. With nowhere else to go, Felix is urged by Oscar to move in with him, at least for a while. The only problem is that Felix is neat, tidy, and neurotic, whereas Oscar is slovenly and casual.",6.877,United States of America,1968-02-07,11356.0,7.7
3508,"Outlaw Josey Wales, The (1976)",Western,Clint Eastwood,75029.0,3508.0,"After avenging his family's brutal murder, Wales is pursued by a pack of soldiers. He prefers to travel alone, but ragtag outcasts are drawn to him - and Wales can't bring himself to leave them unprotected.",7.346,United States of America,1976-06-30,10747.0,7.5
3509,Black and White (1999),Drama,James Toback,165643.0,3509.0,"Rich Bower is an up-and-coming star in the hip-hop world. Everyone wants to be around him, including Raven and her fellow upper-class white high school friends. The growing appeal of black culture among white teens fascinates documentary filmmaker Sam Donager, who sets out to chronicle it with her husband, Terry. But before Bower was a rapper, he was a gangster, and his criminal past comes back to haunt him and all those around him.",3.133,United States of America,1999-09-04,38809.0,4.8
3510,Frequency (2000),Drama|Thriller,Bill Carraro,186151.0,3510.0,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",8.968,United States of America,2000-04-28,10559.0,7.1
3511,Ready to Rumble (2000),Comedy,Steven Brill,217756.0,3511.0,Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.,5.117,United States of America,2000-04-07,20697.0,4.8
3512,Return to Me (2000),Drama|Romance,Bonnie Hunt,122459.0,3512.0,"It took a lot of cajoling to get Bob, a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress. Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good.",7.959,United States of America,2000-04-07,2621.0,6.2
3513,Rules of Engagement (2000),Drama|Thriller,William Friedkin,160797.0,3513.0,"Part war movie, part courtroom thriller, this gripping drama finds a war hero put on trial for a rescue mission gone terribly wrong with only his doubtful friend and fellow marine to represent him.",8.88,United States of America,2000-04-07,10479.0,6.1
3514,Joe Gould's Secret (2000),Drama,Stanley Tucci,172632.0,3514.0,"Around 1940, New Yorker staff writer Joe Mitchell meets Joe Gould, a Greenwich Village character who cadges meals, drinks, and contributions to the Joe Gould Fund and who is writing a voluminous Oral History of the World, a record of 20,000 conversations he's overheard. Mitchell is fascinated with this Harvard grad and writes a 1942 piece about him, ""Professor Seagull,"" bringing Gould some celebrity and an invitation to join the Greenwich Village Ravens, a poetry club he's often crashed. Gould's touchy, querulous personality and his frequent dropping in on Mitchell for hours of chat lead to a breakup, but the two Joes stay in touch until Gould's death and Mitchell's unveiling of the secret.",0.6,,2000-01-21,125709.0,6.8
3515,Me Myself I (2000),Comedy,Pip Karmel,183503.0,3515.0,"Pamela Drury is unhappy, and alone. On her birthday she stumbles across a photo of Robert Dickson, and wonders what would've happened had she said yes to his proposal. A freak accident causes Pamela to live out the life she could've had, but is the grass on the other side always greener?",0.6,France,2000-04-20,49721.0,5.9
3516,"Bell, Book and Candle (1958)",Comedy|Romance,Richard Quine,51406.0,3516.0,"A modern-day witch likes her neighbor but despises his fiancee, so she enchants him to love her instead... only to fall in love with him for real.",4.292,United States of America,1958-12-25,2006.0,6.4
3517,"Bells, The (1926)",Crime|Drama,James Young,16640.0,3517.0,"Mathias, an Alsatian innkeeper, murders a rich Pole staying at his inn But Mathias' conscience will not let him rest, and the murdered man's spirit drives the innkeeper nearly mad. The victim's brother calls for an inquest and brings with him a sideshow mesmerist supposedly able to read minds. Mathias, as burgomaster, is called upon to conduct the inquest, but under the intuitive eye of the mesmerist cannot resist torment of his own conscience.",0.74,United States of America,1926-07-29,184885.0,6.5
3518,"End of Violence, The (1997)",Drama|Thriller,Wim Wenders,119062.0,3518.0,"Mike Max is a Hollywood producer who became powerful and rich thanks to brutal and bloody action films. His ignored wife Paige is close to leaving him. Suddenly Mike is kidnapped by two bandits, but escapes and hides out with his Mexican gardener's family for a while. At the same time, surveillance expert Ray Bering is looking for what happens in the city, but it is not clear what he wants. The police investigation for Max's disappearance is led by detective Doc Block, who falls in love with actress Cat who is playing in ongoing Max's production.",2.18,France,1997-05-11,46625.0,5.3
3519,Force 10 from Navarone (1978),Action|War,Guy Hamilton,77572.0,3519.0,"Mallory and Miller are back. The survivors of Navarone are sent on a mission along with a unit called Force 10, which is led by Colonel Barnsby. But Force 10 has a mission of their own which the boys know nothing about.",8.488999999999999,United Kingdom,1978-11-01,17339.0,6.4
3520,How to Stuff a Wild Bikini (1965),Comedy,William Asher,59287.0,3520.0,"When he's stationed in Tahiti, a sailor hires a witch doctor to keep an eye on his girlfriend.",0.974,United States of America,1965-07-14,26879.0,6.3
3521,Mystery Train (1989),Comedy|Crime|Drama,Jim Jarmusch,97940.0,3521.0,"A seedy hotel in Memphis, Tennessee, provides the backdrop for three separate tales, featuring everything from a kitsch-obsessed Japanese couple to a trio of amateur robbers who discover the true nature of their relationship during a botched heist. Linking the stories together is the hotel's eccentric and creepy night clerk as well as the spirit of Elvis Presley.",6.846,Japan,1989-09-06,11305.0,7.3
3522,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama,Giuliano Montaldo,67698.0,3522.0,The story of two anarchists who were charged and unfairly tried for murder when it was really for their political convictions.,3.765,France,1971-03-16,48211.0,7.5
3523,Taffin (1988),Action|Thriller,Francis Megahy,96211.0,3523.0,"When a small Irish town is terrorized by a corrupt business syndicate, a lone hero (Brosnan) wages an all out war.",1.176,Ireland,1988-02-26,28975.0,6.1
3524,Arthur (1981),Comedy|Romance,Steve Gordon,82031.0,3524.0,"Arthur is the most quotable drunk millionaire that is likely to ever steal your heart. Dudley Moore portrays Arthur, a thirty year old child who will inherit 750 million dollars if he complies with his family's demands and marries the woman of their choosing.",8.657,United States of America,1981-07-17,13665.0,6.4
3525,Bachelor Party (1984),Comedy,Neal Israel,86927.0,3525.0,"This outrageously funny look at one man's final moments of bachelorhood stars Tom Hanks as Rick, reluctant recipient of a bachelor bash given by a group of friends who view partying as their full-time religion. Rick's worried fiancée, Debbie (Tawny Kitaen), dresses up in disguise and crashes the party to spy on her future husband.",6.437,United States of America,1984-06-29,12309.0,5.9
3526,Parenthood (1989),Comedy|Drama,Ron Howard,98067.0,3526.0,"The story of the Buckman family and friends, attempting to bring up their children. They suffer/enjoy all the events that occur: estranged relatives, the ""black sheep"" of the family, the eccentrics, the skeletons in the closet, and the rebellious teenagers.",9.569,United States of America,1989-07-31,1552.0,6.7
3527,Predator (1987),Action|Sci-Fi|Thriller,John McTiernan,93773.0,3527.0,"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.",24.923,United States of America,1987-06-12,106.0,7.4
3528,"Prince of Tides, The (1991)",Drama|Romance,Pat Conroy,102713.0,3528.0,A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.,7.501,United States of America,1991-12-25,10333.0,6.5
3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller,Bob Rafelson,82934.0,3529.0,This remake of the 1946 movie of the same name accounts an affair between a seedy drifter and a seductive wife of a roadside cafe owner. This begins a chain of events that culminates in murder. Based on a novel by James M. Cain.,7.645,Germany,1981-03-20,11027.0,6.5
3530,Smoking/No Smoking (1993),Comedy,Alain Resnais,108167.0,3530.0,"""Smoking"" and ""No Smoking"" are two segments of the film which are based on closely connected plays. The original plays covered eight separate stories, which have been pared down to three each for these movies. At a certain point in the story of each segment, the five female characters (all played by Sabine Azema) and the four male characters (all played by Pierre Arditi) have their lives skillfully recapped in terms of ""what might have happened"" if they had made or failed to make certain choices. For example, ""No Smoking"" focuses chiefly on the relationship between the mild-mannered Miles Coombes and his infinitely more aggressive and ambitious wife, Rowena.",2.626,France,1993-12-15,61560.0,6.2
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance,Jon Jost,99014.0,3531.0,"Anna, a French actress, is approached by financial broker Gordon in the Vermeer room of a New York gallery. However, romance does not ensue...",0.6,United States of America,1991-02-24,123757.0,0.0
3532,Freedom for Us (� nous la libert� ) (1931),Comedy,,,,"In 1859 the United States was a nation torn apart over the issue of slavery. At sea off the coast of Africa, the USS Constellation's mission is to interdict ships smuggling slaves.",,,,,
3533,"Actor's Revenge, An (Yukinojo Henge) (1963)",Drama,Teinosuke Kinugasa,,,An onnagata (female impersonator) of a Kabuki troupe avenges his parents' deaths. Remade in 1963 as Yukinojô Henge.,0.6,Japan,1935-01-01,,5.0
3534,28 Days (2000),Comedy,Betty Thomas,191754.0,3534.0,"After getting into a car accident while drunk on the day of her sister's wedding, Gwen Cummings is given a choice between prison or a rehab center. She chooses rehab, but is extremely resistant to taking part in any of the treatment programs they have to offer, refusing to admit that she has an alcohol addiction.",7.459,United States of America,2000-04-06,10468.0,6.0
3535,American Psycho (2000),Comedy|Horror|Thriller,Mary Harron,144084.0,3535.0,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",13.675999999999998,Canada,2000-04-13,1359.0,7.3
3536,Keeping the Faith (2000),Comedy|Romance,Stuart Blumberg,171433.0,3536.0,"Best friends since they were kids, Rabbi Jacob Schram and Father Brian Finn are dynamic and popular young men living and working on New York's Upper West Side. When Anna Reilly, once their childhood friend and now grown into a beautiful corporate executive, suddenly returns to the city, she reenters Jake and Brian's lives and hearts with a vengeance. Sparks fly and an unusual and complicated love triangle ensues.",7.154,United States of America,2000-04-14,4967.0,6.0
3537,Where the Money Is (2000),Comedy|Drama,Marek Kanievska,149367.0,3537.0,"Henry Manning (Paul Newman) has come up with a new way to break out of prison: fake a stroke and get transferred to a nursing home. It's a perfect plan, except for one thing: the woman assigned to take care of him at the nursing home, Carol Ann McKay (Linda Fiorentino), has a plan of her own.",3.279,Canada,2000-04-14,31776.0,6.0
3538,East is East (1999),Comedy,Damien O'Donnell,166175.0,3538.0,"In 1971 Salford fish-and-chip shop owner George Khan expects his family to follow his strict Pakistani Muslim ways. But his children, with an English mother and having been born and brought up in Britain, increasingly see themselves as British and start to reject their father's rules on dress, food, religion, and living in general.",6.136,United Kingdom,1999-05-14,10557.0,6.6
3539,"Filth and the Fury, The (2000)",Documentary,Julien Temple,236216.0,3539.0,"Julien Temple's second documentary profiling punk rock pioneers the Sex Pistols is an enlightening, entertaining trip back to a time when the punk movement was just discovering itself. Featuring archival footage, never-before-seen performances, rehearsals, and recording sessions as well as interviews with group members who lived to tell the tale--including the one and only John Lydon (aka Johnny Rotten).",1.683,United Kingdom,2000-03-29,27745.0,7.3
3540,Passion of Mind (1999),Romance|Thriller,Alain Berliner,,,"When Marie, a widow in Provence with two daughters, locks her bedroom door and goes to sleep, she dreams about Marty, a literary agent in Manhattan who dreams equally vividly about Marie. The women look alike. Marie meets William who begins to court her. Marty meets Aaron, an accountant, becomes his friend and then his lover. Both women tell their lovers about their dream life. William is jealous, Aaron is accepting. Even though they've become lovers, Marie won't fall asleep next to William. Marie goes on holiday with William to Paris, and Marty wakes up with an ashtray from the hotel on her night stand. Are they the same person? What will unlock reality",1.958,United States of America,2000-01-07,,5.7
3541,Third World Cop (1999),Action,Chris Browne,179063.0,3541.0,"Loose cannon cop Capone returns to his home town of Kingston to join a group of officers fighting organised crime in the area. On his first day he uncovers gun smuggling operation that may be connected with lead criminal Oney. However his old crew, led by Ratty, also are involved leading Capone to a choice between his job and his old crew.",0.6,Jamaica,1999-09-14,46686.0,0.0
3542,Coming Apart (1969),Drama,Milton Moses Ginsberg,64180.0,3542.0,A psychiatrist secretly films his female patients as an experiment; he pushes both him and his customers in ways that induce his own mental breakdown.,1.315,United States of America,1969-10-26,71402.0,6.5
3543,Diner (1982),Comedy|Drama,Barry Levinson,83833.0,3543.0,"Set in 1959, Diner shows how five young men resist their adulthood and seek refuge in their beloved Diner. The mundane, childish, and titillating details of their lives are shared. But the golden moments pass, and the men shoulder their responsibilities, leaving the Diner behind.",7.315,United States of America,1982-04-02,13776.0,6.9
3544,Shakes the Clown (1991),Comedy,Bobcat Goldthwait,,,"Shakes plods about his duties as party clown, and uses all of his free time getting seriously drunk. Binky, another clown, wins the spot on a local kiddie show, which depresses Shakes even more, and his boss threatens him with unemployment if he can't get his act under control.",1.491,United States of America,1991-08-28,,5.7
3545,Cabaret (1972),Musical|War,Bob Fosse,68327.0,3545.0,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force.",7.676,United States of America,1972-02-13,10784.0,7.5
3546,What Ever Happened to Baby Jane? (1962),Drama|Thriller,Robert Aldrich,56687.0,3546.0,"Two aging film actresses live as virtual recluses in an old Hollywood mansion. Jane Hudson, a successful child star, cares for her crippled sister Blanche, whose career in later years eclipsed that of Jane. Now the two live together, their relationship affected by simmering subconscious thoughts of mutual envy, hate and revenge.",6.603,United States of America,1962-10-31,10242.0,8.1
3547,Prick Up Your Ears (1987),Drama,Stephen Frears,93776.0,3547.0,"Stephen Frears directs this biographical drama focusing on controversial British playwright Joe Orton, revealed in flashback after his murder by lover Kenneth Halliwell.  Born in 1933 in Leicester, in the English Midlands, John 'Joe' Orton moves to  London in 1951, to study at RADA, and enjoys an openly gay relationship with Halliwell in their famous Islington flat in the 1960s. However, when Orton achieves spectacular success with such plays as 'What the Butler Saw' and 'Loot', Halliwell begins to feel alienated and the pair's future looks increasingly uncertain.",2.385,United Kingdom,1987-04-17,27857.0,7.0
3548,Auntie Mame (1958),Comedy|Drama,Morton DaCosta,51383.0,3548.0,"Ten-year-old orphan Patrick Dennis has come to live with his nearest relative and in the high times ahead, he's not going to believe his luck. Nor will you, because Patrick's relation is played by one of Hollywood's grandest dames. Reprising her Broadway triumph, Rosalind Russell won her fourth Oscar nomination and third Golden Globe Award as the marvelous madcap who lives life to the hilt.  Auntie Mame brings to bubbly life the mayhem Mame and her cronies create while guiding Patrick's fortunes. ""Life is a banquet,"" Mame says, ""and most poor suckers are starving to death!"" With wit, style and a seasoned cast to dish humor and heart with gusto, Auntie Mame is a full-course meal of entertainment magic.",2.002,United States of America,1958-12-27,16347.0,6.9
3549,Guys and Dolls (1955),Musical,Joseph L. Mankiewicz,48140.0,3549.0,"Gambler Nathan Detroit has few options for the location of his big craps game. Needing $1,000 to pay a garage owner to host the game, Nathan bets Sky Masterson that Sky cannot get virtuous Sarah Brown out on a date. Despite some resistance, Sky negotiates a date with her in exchange for bringing people into her mission. Meanwhile, Nathan's longtime fiancée, Adelaide, wants him to go legit and marry her.",6.0139999999999985,United States of America,1955-11-03,4825.0,6.8
3550,"Hunger, The (1983)",Horror,Tony Scott,85701.0,3550.0,"Miriam and John are an elegant couple with a dark secret: they are vampires. Feeding on human blood, Miriam has lived for over 2000 years. She gave her lover the gift of eternal life and together they hunt. But John begins aging rapidly, he seeks the help of Dr. Sarah Roberts. Miriam is immediately drawn to Sarah, desiring her as her next immortal companion...",8.228,United Kingdom,1983-04-29,11654.0,6.5
3551,Marathon Man (1976),Thriller,John Schlesinger,74860.0,3551.0,"A graduate student and obsessive runner in New York is drawn into a mysterious plot involving his brother, a member of the secretive Division.",9.844,United States of America,1976-10-06,10518.0,7.4
3552,Caddyshack (1980),Comedy,Johnny Mandel,80487.0,3552.0,"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.",10.868,United States of America,1980-07-25,11977.0,6.7
3553,Gossip (2000),Drama|Thriller,Davis Guggenheim,176783.0,3553.0,"On a beautiful college campus, something ugly is about to be spread around. A bit of gossip that was told is starting to take a frightening turn. Who could it have offended and how far will the person on the other side of the gossip handle the embarrassing situation.",5.393,United States of America,2000-04-21,18041.0,5.5
3554,Love and Basketball (2000),Drama|Romance,Dena Roth,199725.0,3554.0,"A young African-American couple navigates the tricky paths of romance and athletics in this drama. Quincy McCall (Omar Epps) and Monica Wright (Sanaa Lathan) grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball. They've followed the game all their lives and have no small amount of talent on the court. As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.",6.148,United States of America,2000-04-21,14736.0,7.3
3555,U-571 (2000),Action|Thriller,Jonathan Mostow,141926.0,3555.0,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",11.245,France,2000-04-20,3536.0,6.3
3556,"Virgin Suicides, The (1999)",Comedy|Drama,Sofia Coppola,159097.0,3556.0,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",9.87,United States of America,2000-04-21,1443.0,7.1
3557,Jennifer 8 (1992),Thriller,Bruce Robinson,104549.0,3557.0,"A big city cop from LA moves to a small town police force and immediately finds himself investigating a murder. Using theories rejected by his colleagues, the cop, John Berlin, meets a young blind woman named Helena, who he is attracted to. Meanwhile, a serial killer is on the loose and only John knows it.",8.281,United States of America,1992-11-06,10424.0,6.0
3558,"Law, The (Le Legge) (1958)",Drama,Andrew Davis,,,"Nico Toscani is an Italian immigrant, American patriot, ex-CIA agent, aikido specialist and unorthodox Chicago policeman. He is as committed to his job as he is to his personalized brand of justice—expert and thorough bone-crushing.",10.356,Hong Kong,1988-04-08,,5.9
3559,Limelight (1952),Drama,Charlie Chaplin,44837.0,3559.0,A fading music hall comedian tries to help a despondent ballet dancer learn to walk and to again feel confident about life.,4.368,United States of America,1952-10-31,28971.0,8.1
3560,Phantom Love (Ai No Borei) (1978),Drama,Pat Siciliano,,,A gothic romance novelist desperate for inspiration travels to Paris and reads a diary relating a tale of romance from the 18th century.,0.841,,2001-06-02,,0.0
3561,Stacy's Knights (1982),Drama,Jim Wilson,84723.0,3561.0,"Everyone has a talent, and dreams do come true. Stacy Lancaster has an incredible knack for Blackjack. Once she joins up with daring Will Bonner the two young gamblers are on a non-stop roll. Soon the casino wants to even the odds. How long can their winning streak last?",0.9,United States of America,1983-06-01,310431.0,2.5
3562,Committed (2000),Comedy|Drama,Lisa Krueger,144142.0,3562.0,"After her husband, Carl, suddenly leaves, Joline travels from New York to Texas to track him down. Although Joline tries to remain upbeat, she is discouraged when she discovers that Carl already has a new girlfriend, the lovely Carmen. Familiarizing herself with Carl's new home and friends, Joline gets company in the form of her brother, Jay. Will Joline win Carl back, or are there other romantic possibilities on her horizon?",1.964,United States of America,2000-04-18,40562.0,4.4
3563,"Crow: Salvation, The (2000)",Action|Horror,Bharat Nalluri,132910.0,3563.0,"Alex Corvis returns to the world of the living to solve the murder of a young woman that he was wrongly accused of killing. Alex follows the crow into the police department's evidence room, where he discovers that Lauren was killed by a group of corrupt cops.",9.005,Germany,2000-10-31,9456.0,5.0
3564,"Flintstones in Viva Rock Vegas, The (2000)",Children's|Comedy,Brian Levant,158622.0,3564.0,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?",7.065,United States of America,2000-04-28,889.0,4.5
3565,Where the Heart Is (2000),Comedy|Drama,Matt Williams,198021.0,3565.0,"Novalee Nation is a 17-year-old Tennessee transient who has to grow up in a hurry when she's left pregnant and abandoned by her boyfriend on a roadside in Sequoyah, Okla., and takes refuge in the friendly aisles of Wal-Mart. In short order, some eccentric, kindly strangers ""adopt"" Novalee and her infant daughter, helping them buck the odds and build a new life.",8.49,United States of America,2000-04-27,10564.0,7.0
3566,"Big Kahuna, The (2000)",Comedy|Drama,John Swanbeck,189584.0,3566.0,"Three salesmen working for a firm that makes industrial lubricants are waiting in the company's ""hospitality suite"" at a manufacturers' convention for a ""big kahuna"" named Dick Fuller to show up, in hopes they can persuade him to place an order that could salvage the company's flagging sales.",8.05,United States of America,2000-04-28,15723.0,6.9
3567,Bossa Nova (1999),Comedy,Bruno Barreto,,,"Bossa Nova is a romantic comedy that enfolds many love convergences and divergences, in today’s Rio de Janeiro. It’s in the city’s “useless landscape” that the lonely hearts of nine characters will cross destinies and they’ll discover new passions. The meeting place for these journeys is a charming English teacher, Mary Ann Simpson, former airline stewardess, who’s been living in Rio for two years, since she became a widow, and the newly separated Pedro Paulo. They approach each other without a hint that their lives will be linked by many characters and incidents.",0.84,Brazil,2000-01-01,,6.1
3568,Smiling Fish and Goat on Fire (1999),Drama,Kevin Jordan,162348.0,3568.0,"Two brothers share a house in LA's Fairfax district: Tony's a feckless actor, Chris is an accountant. Both are in relationships on rocky ground. As these emotions swirl, Tony meets his US Postal Service letter carrier, a single mom named Kathy who's come to LA from Wyoming with her daughter, a budding actress. Chris meets Anna, an Italian beauty working in the States for a few months wrangling animals on movie sets. Chris also befriends Clive, an aging and crusty man whose longing for his recently-deceased wife is a portrait of true love. Can Clive's example help Chris sort out his love life, and can Tony grow up enough to see the possibilities with Kathy and her daughter?",0.91,United States of America,1999-09-16,125537.0,7.0
3569,"Idiots, The (Idioterne) (1998)",Comedy|Drama,Lars von Trier,154421.0,3569.0,With his first Dogma-95 film director Lars von Trier opens up a completely new film platform. With a mix of home-video and documentary styles the film tells the story of a group of young people who have decided to get to know their “inner-idiots” and thus not only facing and breaking their outer appearance but also their inner.,12.173,Denmark,1998-04-28,452.0,6.6
3570,"Last September, The (1999)",Drama,Deborah Warner,180793.0,3570.0,"In 1920s Ireland, an elderly couple reside over a tired country estate. Living with them are their high-spirited niece, their Oxford student nephew, and married house guests, who are trying to cover up that they are presently homeless. The niece enjoys romantic frolics with a soldier and a hidden guerrilla fighter. All of the principals are thrown into turmoil when one more guest arrives with considerable wit and unwanted advice.",0.631,,2000-04-28,68170.0,5.0
3571,Time Code (2000),Drama,Mike Figgis,220100.0,3571.0,"A production company begins casting for its next feature, and an up-and-coming actress named Rose tries to manipulate her filmmaker boyfriend, Alex, into giving her a screen test. Alex's wife, Emma, knows about the affair and is considering divorce, while Rose's girlfriend secretly spies on her and attempts to sabotage the relationship. The four storylines in the film were each shot in one take and are shown simultaneously, each taking up a quarter of the screen.",3.315,United States of America,2000-03-22,36234.0,6.1
3572,Carnosaur (1993),Horror|Sci-Fi,Adam Simon,106521.0,3572.0,"After being driven to extinction, great bloodthirsty dinosaurs come back to life with the assistance of a demented genetic scientist. She plans to replace the human race with a super-race of dinosaurs who will not pollute the planet.",4.374,United States of America,1993-05-21,39283.0,3.9
3573,Carnosaur 2 (1995),Horror|Sci-Fi,Louis Morneau,112634.0,3573.0,A team of scientists go to a nuclear mining facility to investigate a possible meltdown and instead find a large amount of cloned dinosaurs.,1.665,United States of America,1995-02-23,65460.0,5.0
3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,Jonathan Winfrey,115834.0,3574.0,"International terrorists get a surprise when their cargo turns out to contain living dinosaurs. The army commando team now have to think fast, if they want to prevent the extinction of the human species, instead of the reptiles.",1.445,United States of America,1996-11-21,55667.0,4.8
